1_0h,,2_0h,,3_0h,,1_12h,,2_12h,,3_12h,,1_24h,,2_24h,,3_24h,,1_36h,,2_36h,,3_36h,,1_48h,,2_48h,,3_48h,
12.62,0.00638030793085016,13.908,0.00703148357387195,15.109,0.00763867452672069,13.564,0.00685756709778539,15.625,0.00789954924085054,15.195,0.00768215364574233,15.367,0.00776911188378561,17.599,0.00889754669374263,17.084,0.0086371775507642,13.564,0.00685756709778539,15.109,0.00763867452672069,14.852,0.00750874274080718,16.054,0.00811643926480733,15.71,0.00794252278872076,14.68,0.0074217845027639
12.706,0.0064237870498718,13.908,0.00703148357387195,15.109,0.00763867452672069,13.65,0.00690104621680703,15.625,0.00789954924085054,15.195,0.00768215364574233,15.367,0.00776911188378561,17.599,0.00889754669374263,17.084,0.0086371775507642,13.564,0.00685756709778539,15.195,0.00768215364574233,14.852,0.00750874274080718,16.054,0.00811643926480733,15.71,0.00794252278872076,14.68,0.0074217845027639
12.706,0.0064237870498718,13.908,0.00703148357387195,15.195,0.00768215364574233,13.65,0.00690104621680703,15.625,0.00789954924085054,15.195,0.00768215364574233,15.367,0.00776911188378561,17.599,0.00889754669374263,17.084,0.0086371775507642,13.564,0.00685756709778539,15.195,0.00768215364574233,14.852,0.00750874274080718,16.054,0.00811643926480733,15.71,0.00794252278872076,14.766,0.00746526362178554
12.706,0.0064237870498718,13.908,0.00703148357387195,15.195,0.00768215364574233,13.65,0.00690104621680703,15.71,0.00794252278872076,15.195,0.00768215364574233,15.367,0.00776911188378561,17.685,0.00894102581276427,17.084,0.0086371775507642,13.564,0.00685756709778539,15.195,0.00768215364574233,14.852,0.00750874274080718,16.14,0.00815991838382897,15.71,0.00794252278872076,14.766,0.00746526362178554
12.706,0.0064237870498718,13.908,0.00703148357387195,15.195,0.00768215364574233,13.65,0.00690104621680703,15.71,0.00794252278872076,15.195,0.00768215364574233,15.367,0.00776911188378561,17.685,0.00894102581276427,17.084,0.0086371775507642,13.564,0.00685756709778539,15.195,0.00768215364574233,14.852,0.00750874274080718,16.14,0.00815991838382897,15.71,0.00794252278872076,14.766,0.00746526362178554
12.706,0.0064237870498718,13.908,0.00703148357387195,15.195,0.00768215364574233,13.65,0.00690104621680703,15.71,0.00794252278872076,15.195,0.00768215364574233,15.367,0.00776911188378561,17.685,0.00894102581276427,17.084,0.0086371775507642,13.564,0.00685756709778539,15.195,0.00768215364574233,14.938,0.00755222185982882,16.14,0.00815991838382897,15.71,0.00794252278872076,14.766,0.00746526362178554
12.706,0.0064237870498718,13.993,0.00707445712174218,15.195,0.00768215364574233,13.65,0.00690104621680703,15.71,0.00794252278872076,15.195,0.00768215364574233,15.453,0.00781259100280726,17.685,0.00894102581276427,17.17,0.00868065666978584,13.564,0.00685756709778539,15.195,0.00768215364574233,14.938,0.00755222185982882,16.225,0.0082028919316992,15.796,0.00798600190774241,14.766,0.00746526362178554
12.706,0.0064237870498718,13.993,0.00707445712174218,15.195,0.00768215364574233,13.736,0.00694452533582867,15.71,0.00794252278872076,15.195,0.00768215364574233,15.453,0.00781259100280726,17.685,0.00894102581276427,17.17,0.00868065666978584,13.564,0.00685756709778539,15.195,0.00768215364574233,14.938,0.00755222185982882,16.225,0.0082028919316992,15.796,0.00798600190774241,14.766,0.00746526362178554
12.706,0.0064237870498718,13.993,0.00707445712174218,15.281,0.00772563276476397,13.736,0.00694452533582867,15.796,0.00798600190774241,15.195,0.00768215364574233,15.453,0.00781259100280726,17.771,0.00898450493178592,17.256,0.00872413578880748,13.564,0.00685756709778539,15.281,0.00772563276476397,14.938,0.00755222185982882,16.225,0.0082028919316992,15.796,0.00798600190774241,14.766,0.00746526362178554
12.792,0.00646726616889345,13.993,0.00707445712174218,15.281,0.00772563276476397,13.736,0.00694452533582867,15.796,0.00798600190774241,15.195,0.00768215364574233,15.453,0.00781259100280726,17.771,0.00898450493178592,17.256,0.00872413578880748,13.564,0.00685756709778539,15.281,0.00772563276476397,14.938,0.00755222185982882,16.225,0.0082028919316992,15.796,0.00798600190774241,14.766,0.00746526362178554
12.792,0.00646726616889345,13.993,0.00707445712174218,15.281,0.00772563276476397,13.736,0.00694452533582867,15.796,0.00798600190774241,15.195,0.00768215364574233,15.453,0.00781259100280726,17.771,0.00898450493178592,17.341,0.00876710933667771,13.564,0.00685756709778539,15.281,0.00772563276476397,14.938,0.00755222185982882,16.311,0.00824637105072084,15.796,0.00798600190774241,14.766,0.00746526362178554
12.792,0.00646726616889345,13.993,0.00707445712174218,15.281,0.00772563276476397,13.736,0.00694452533582867,15.796,0.00798600190774241,15.195,0.00768215364574233,15.539,0.0078560701218289,17.771,0.00898450493178592,17.341,0.00876710933667771,13.65,0.00690104621680703,15.367,0.00776911188378561,14.938,0.00755222185982882,16.311,0.00824637105072084,15.796,0.00798600190774241,14.766,0.00746526362178554
12.792,0.00646726616889345,13.993,0.00707445712174218,15.281,0.00772563276476397,13.736,0.00694452533582867,15.796,0.00798600190774241,15.195,0.00768215364574233,15.539,0.0078560701218289,17.857,0.00902798405080755,17.341,0.00876710933667771,13.65,0.00690104621680703,15.367,0.00776911188378561,15.024,0.00759570097885046,16.311,0.00824637105072084,15.882,0.00802948102676405,14.852,0.00750874274080718
12.792,0.00646726616889345,14.079,0.00711793624076382,15.281,0.00772563276476397,13.736,0.00694452533582867,15.796,0.00798600190774241,15.195,0.00768215364574233,15.539,0.0078560701218289,17.857,0.00902798405080755,17.341,0.00876710933667771,13.736,0.00694452533582867,15.367,0.00776911188378561,15.024,0.00759570097885046,16.311,0.00824637105072084,15.882,0.00802948102676405,14.852,0.00750874274080718
12.792,0.00646726616889345,14.079,0.00711793624076382,15.281,0.00772563276476397,13.736,0.00694452533582867,15.796,0.00798600190774241,15.195,0.00768215364574233,15.539,0.0078560701218289,17.942,0.00907095759867778,17.427,0.00881058845569935,13.736,0.00694452533582867,15.367,0.00776911188378561,15.024,0.00759570097885046,16.311,0.00824637105072084,15.882,0.00802948102676405,14.852,0.00750874274080718
12.792,0.00646726616889345,14.079,0.00711793624076382,15.281,0.00772563276476397,13.736,0.00694452533582867,15.796,0.00798600190774241,15.281,0.00772563276476397,15.539,0.0078560701218289,17.942,0.00907095759867778,17.427,0.00881058845569935,13.736,0.00694452533582867,15.367,0.00776911188378561,15.024,0.00759570097885046,16.397,0.00828985016974248,15.882,0.00802948102676405,14.938,0.00755222185982882
12.792,0.00646726616889345,14.079,0.00711793624076382,15.367,0.00776911188378561,13.822,0.00698800445485031,15.796,0.00798600190774241,15.281,0.00772563276476397,15.539,0.0078560701218289,17.942,0.00907095759867778,17.427,0.00881058845569935,13.736,0.00694452533582867,15.367,0.00776911188378561,15.024,0.00759570097885046,16.397,0.00828985016974248,15.882,0.00802948102676405,14.938,0.00755222185982882
12.877,0.00651023971676367,14.079,0.00711793624076382,15.367,0.00776911188378561,13.822,0.00698800445485031,15.796,0.00798600190774241,15.281,0.00772563276476397,15.625,0.00789954924085054,18.028,0.00911443671769942,17.513,0.00885406757472099,13.736,0.00694452533582867,15.453,0.00781259100280726,15.024,0.00759570097885046,16.397,0.00828985016974248,15.968,0.00807296014578569,14.938,0.00755222185982882
12.877,0.00651023971676367,14.079,0.00711793624076382,15.367,0.00776911188378561,13.822,0.00698800445485031,15.882,0.00802948102676405,15.281,0.00772563276476397,15.625,0.00789954924085054,18.028,0.00911443671769942,17.513,0.00885406757472099,13.822,0.00698800445485031,15.453,0.00781259100280726,15.109,0.00763867452672069,16.397,0.00828985016974248,15.968,0.00807296014578569,14.938,0.00755222185982882
12.877,0.00651023971676367,14.079,0.00711793624076382,15.367,0.00776911188378561,13.822,0.00698800445485031,15.882,0.00802948102676405,15.281,0.00772563276476397,15.625,0.00789954924085054,18.028,0.00911443671769942,17.599,0.00889754669374263,13.822,0.00698800445485031,15.453,0.00781259100280726,15.109,0.00763867452672069,16.397,0.00828985016974248,15.968,0.00807296014578569,14.938,0.00755222185982882
12.877,0.00651023971676367,14.079,0.00711793624076382,15.367,0.00776911188378561,13.822,0.00698800445485031,15.882,0.00802948102676405,15.367,0.00776911188378561,15.625,0.00789954924085054,18.028,0.00911443671769942,17.599,0.00889754669374263,13.822,0.00698800445485031,15.453,0.00781259100280726,15.109,0.00763867452672069,16.483,0.00833332928876412,16.054,0.00811643926480733,14.938,0.00755222185982882
12.877,0.00651023971676367,14.079,0.00711793624076382,15.367,0.00776911188378561,13.822,0.00698800445485031,15.882,0.00802948102676405,15.367,0.00776911188378561,15.625,0.00789954924085054,18.028,0.00911443671769942,17.599,0.00889754669374263,13.822,0.00698800445485031,15.453,0.00781259100280726,15.109,0.00763867452672069,16.483,0.00833332928876412,16.054,0.00811643926480733,14.938,0.00755222185982882
12.963,0.00655371883578531,14.079,0.00711793624076382,15.367,0.00776911188378561,13.908,0.00703148357387195,15.882,0.00802948102676405,15.367,0.00776911188378561,15.625,0.00789954924085054,18.028,0.00911443671769942,17.599,0.00889754669374263,13.822,0.00698800445485031,15.539,0.0078560701218289,15.109,0.00763867452672069,16.483,0.00833332928876412,16.054,0.00811643926480733,14.938,0.00755222185982882
12.963,0.00655371883578531,14.079,0.00711793624076382,15.367,0.00776911188378561,13.908,0.00703148357387195,15.882,0.00802948102676405,15.367,0.00776911188378561,15.71,0.00794252278872076,18.028,0.00911443671769942,17.599,0.00889754669374263,13.822,0.00698800445485031,15.539,0.0078560701218289,15.109,0.00763867452672069,16.483,0.00833332928876412,16.054,0.00811643926480733,14.938,0.00755222185982882
12.963,0.00655371883578531,14.165,0.00716141535978546,15.367,0.00776911188378561,13.908,0.00703148357387195,15.882,0.00802948102676405,15.367,0.00776911188378561,15.71,0.00794252278872076,18.114,0.00915791583672107,17.599,0.00889754669374263,13.822,0.00698800445485031,15.539,0.0078560701218289,15.109,0.00763867452672069,16.483,0.00833332928876412,16.054,0.00811643926480733,14.938,0.00755222185982882
12.963,0.00655371883578531,14.165,0.00716141535978546,15.453,0.00781259100280726,13.908,0.00703148357387195,15.882,0.00802948102676405,15.453,0.00781259100280726,15.71,0.00794252278872076,18.114,0.00915791583672107,17.599,0.00889754669374263,13.822,0.00698800445485031,15.539,0.0078560701218289,15.195,0.00768215364574233,16.483,0.00833332928876412,16.054,0.00811643926480733,15.024,0.00759570097885046
12.963,0.00655371883578531,14.165,0.00716141535978546,15.453,0.00781259100280726,13.908,0.00703148357387195,15.882,0.00802948102676405,15.453,0.00781259100280726,15.71,0.00794252278872076,18.2,0.00920139495574271,17.685,0.00894102581276427,13.908,0.00703148357387195,15.539,0.0078560701218289,15.195,0.00768215364574233,16.483,0.00833332928876412,16.054,0.00811643926480733,15.024,0.00759570097885046
12.963,0.00655371883578531,14.165,0.00716141535978546,15.453,0.00781259100280726,13.908,0.00703148357387195,15.882,0.00802948102676405,15.453,0.00781259100280726,15.796,0.00798600190774241,18.2,0.00920139495574271,17.685,0.00894102581276427,13.908,0.00703148357387195,15.625,0.00789954924085054,15.281,0.00772563276476397,16.483,0.00833332928876412,16.054,0.00811643926480733,15.024,0.00759570097885046
13.049,0.00659719795480695,14.165,0.00716141535978546,15.453,0.00781259100280726,13.908,0.00703148357387195,15.882,0.00802948102676405,15.453,0.00781259100280726,15.796,0.00798600190774241,18.2,0.00920139495574271,17.685,0.00894102581276427,13.908,0.00703148357387195,15.625,0.00789954924085054,15.281,0.00772563276476397,16.483,0.00833332928876412,16.054,0.00811643926480733,15.024,0.00759570097885046
13.049,0.00659719795480695,14.251,0.0072048944788071,15.453,0.00781259100280726,13.908,0.00703148357387195,15.968,0.00807296014578569,15.453,0.00781259100280726,15.796,0.00798600190774241,18.2,0.00920139495574271,17.685,0.00894102581276427,13.993,0.00707445712174218,15.625,0.00789954924085054,15.281,0.00772563276476397,16.483,0.00833332928876412,16.14,0.00815991838382897,15.024,0.00759570097885046
13.049,0.00659719795480695,14.251,0.0072048944788071,15.453,0.00781259100280726,13.908,0.00703148357387195,15.968,0.00807296014578569,15.453,0.00781259100280726,15.796,0.00798600190774241,18.286,0.00924487407476435,17.685,0.00894102581276427,13.993,0.00707445712174218,15.625,0.00789954924085054,15.281,0.00772563276476397,16.569,0.00837680840778576,16.14,0.00815991838382897,15.024,0.00759570097885046
13.049,0.00659719795480695,14.251,0.0072048944788071,15.453,0.00781259100280726,13.908,0.00703148357387195,15.968,0.00807296014578569,15.453,0.00781259100280726,15.882,0.00802948102676405,18.286,0.00924487407476435,17.685,0.00894102581276427,13.993,0.00707445712174218,15.625,0.00789954924085054,15.281,0.00772563276476397,16.569,0.00837680840778576,16.14,0.00815991838382897,15.109,0.00763867452672069
13.049,0.00659719795480695,14.251,0.0072048944788071,15.539,0.0078560701218289,13.908,0.00703148357387195,15.968,0.00807296014578569,15.453,0.00781259100280726,15.882,0.00802948102676405,18.286,0.00924487407476435,17.685,0.00894102581276427,13.993,0.00707445712174218,15.625,0.00789954924085054,15.281,0.00772563276476397,16.569,0.00837680840778576,16.14,0.00815991838382897,15.109,0.00763867452672069
13.049,0.00659719795480695,14.251,0.0072048944788071,15.539,0.0078560701218289,13.993,0.00707445712174218,15.968,0.00807296014578569,15.453,0.00781259100280726,15.882,0.00802948102676405,18.286,0.00924487407476435,17.771,0.00898450493178592,13.993,0.00707445712174218,15.71,0.00794252278872076,15.281,0.00772563276476397,16.569,0.00837680840778576,16.14,0.00815991838382897,15.109,0.00763867452672069
13.135,0.0066406770738286,14.337,0.00724837359782875,15.539,0.0078560701218289,13.993,0.00707445712174218,15.968,0.00807296014578569,15.453,0.00781259100280726,15.882,0.00802948102676405,18.286,0.00924487407476435,17.771,0.00898450493178592,13.993,0.00707445712174218,15.71,0.00794252278872076,15.281,0.00772563276476397,16.569,0.00837680840778576,16.225,0.0082028919316992,15.109,0.00763867452672069
13.135,0.0066406770738286,14.337,0.00724837359782875,15.539,0.0078560701218289,13.993,0.00707445712174218,15.968,0.00807296014578569,15.453,0.00781259100280726,15.968,0.00807296014578569,18.286,0.00924487407476435,17.857,0.00902798405080755,13.993,0.00707445712174218,15.71,0.00794252278872076,15.281,0.00772563276476397,16.569,0.00837680840778576,16.225,0.0082028919316992,15.195,0.00768215364574233
13.135,0.0066406770738286,14.337,0.00724837359782875,15.539,0.0078560701218289,13.993,0.00707445712174218,15.968,0.00807296014578569,15.453,0.00781259100280726,15.968,0.00807296014578569,18.286,0.00924487407476435,17.857,0.00902798405080755,14.079,0.00711793624076382,15.71,0.00794252278872076,15.367,0.00776911188378561,16.655,0.00842028752680741,16.225,0.0082028919316992,15.195,0.00768215364574233
13.135,0.0066406770738286,14.337,0.00724837359782875,15.539,0.0078560701218289,13.993,0.00707445712174218,15.968,0.00807296014578569,15.453,0.00781259100280726,15.968,0.00807296014578569,18.286,0.00924487407476435,17.857,0.00902798405080755,14.165,0.00716141535978546,15.796,0.00798600190774241,15.367,0.00776911188378561,16.655,0.00842028752680741,16.225,0.0082028919316992,15.281,0.00772563276476397
13.135,0.0066406770738286,14.337,0.00724837359782875,15.539,0.0078560701218289,13.993,0.00707445712174218,16.054,0.00811643926480733,15.453,0.00781259100280726,15.968,0.00807296014578569,18.286,0.00924487407476435,17.857,0.00902798405080755,14.165,0.00716141535978546,15.796,0.00798600190774241,15.367,0.00776911188378561,16.655,0.00842028752680741,16.311,0.00824637105072084,15.281,0.00772563276476397
13.221,0.00668415619285024,14.337,0.00724837359782875,15.539,0.0078560701218289,13.993,0.00707445712174218,16.054,0.00811643926480733,15.453,0.00781259100280726,15.968,0.00807296014578569,18.286,0.00924487407476435,17.857,0.00902798405080755,14.165,0.00716141535978546,15.796,0.00798600190774241,15.367,0.00776911188378561,16.655,0.00842028752680741,16.311,0.00824637105072084,15.281,0.00772563276476397
13.221,0.00668415619285024,14.337,0.00724837359782875,15.539,0.0078560701218289,13.993,0.00707445712174218,16.054,0.00811643926480733,15.539,0.0078560701218289,16.054,0.00811643926480733,18.372,0.00928835319378599,17.942,0.00907095759867778,14.165,0.00716141535978546,15.796,0.00798600190774241,15.367,0.00776911188378561,16.655,0.00842028752680741,16.311,0.00824637105072084,15.281,0.00772563276476397
13.221,0.00668415619285024,14.423,0.00729185271685039,15.625,0.00789954924085054,13.993,0.00707445712174218,16.054,0.00811643926480733,15.539,0.0078560701218289,16.14,0.00815991838382897,18.458,0.00933183231280763,18.028,0.00911443671769942,14.165,0.00716141535978546,15.796,0.00798600190774241,15.367,0.00776911188378561,16.655,0.00842028752680741,16.311,0.00824637105072084,15.281,0.00772563276476397
13.221,0.00668415619285024,14.423,0.00729185271685039,15.625,0.00789954924085054,13.993,0.00707445712174218,16.054,0.00811643926480733,15.539,0.0078560701218289,16.14,0.00815991838382897,18.458,0.00933183231280763,18.028,0.00911443671769942,14.251,0.0072048944788071,15.796,0.00798600190774241,15.367,0.00776911188378561,16.655,0.00842028752680741,16.311,0.00824637105072084,15.281,0.00772563276476397
13.221,0.00668415619285024,14.423,0.00729185271685039,15.625,0.00789954924085054,14.079,0.00711793624076382,16.14,0.00815991838382897,15.539,0.0078560701218289,16.14,0.00815991838382897,18.458,0.00933183231280763,18.028,0.00911443671769942,14.251,0.0072048944788071,15.796,0.00798600190774241,15.453,0.00781259100280726,16.655,0.00842028752680741,16.311,0.00824637105072084,15.281,0.00772563276476397
13.221,0.00668415619285024,14.423,0.00729185271685039,15.625,0.00789954924085054,14.079,0.00711793624076382,16.14,0.00815991838382897,15.539,0.0078560701218289,16.14,0.00815991838382897,18.458,0.00933183231280763,18.028,0.00911443671769942,14.251,0.0072048944788071,15.882,0.00802948102676405,15.453,0.00781259100280726,16.655,0.00842028752680741,16.311,0.00824637105072084,15.281,0.00772563276476397
13.221,0.00668415619285024,14.423,0.00729185271685039,15.625,0.00789954924085054,14.079,0.00711793624076382,16.14,0.00815991838382897,15.625,0.00789954924085054,16.225,0.0082028919316992,18.458,0.00933183231280763,18.114,0.00915791583672107,14.337,0.00724837359782875,15.882,0.00802948102676405,15.453,0.00781259100280726,16.741,0.00846376664582905,16.397,0.00828985016974248,15.367,0.00776911188378561
13.221,0.00668415619285024,14.423,0.00729185271685039,15.625,0.00789954924085054,14.079,0.00711793624076382,16.14,0.00815991838382897,15.625,0.00789954924085054,16.225,0.0082028919316992,18.543,0.00937480586067786,18.114,0.00915791583672107,14.337,0.00724837359782875,15.968,0.00807296014578569,15.453,0.00781259100280726,16.741,0.00846376664582905,16.397,0.00828985016974248,15.367,0.00776911188378561
13.221,0.00668415619285024,14.423,0.00729185271685039,15.625,0.00789954924085054,14.079,0.00711793624076382,16.225,0.0082028919316992,15.625,0.00789954924085054,16.225,0.0082028919316992,18.543,0.00937480586067786,18.114,0.00915791583672107,14.337,0.00724837359782875,15.968,0.00807296014578569,15.453,0.00781259100280726,16.741,0.00846376664582905,16.397,0.00828985016974248,15.367,0.00776911188378561
13.221,0.00668415619285024,14.423,0.00729185271685039,15.625,0.00789954924085054,14.079,0.00711793624076382,16.225,0.0082028919316992,15.625,0.00789954924085054,16.225,0.0082028919316992,18.543,0.00937480586067786,18.114,0.00915791583672107,14.337,0.00724837359782875,15.968,0.00807296014578569,15.539,0.0078560701218289,16.741,0.00846376664582905,16.397,0.00828985016974248,15.367,0.00776911188378561
13.221,0.00668415619285024,14.423,0.00729185271685039,15.625,0.00789954924085054,14.079,0.00711793624076382,16.225,0.0082028919316992,15.625,0.00789954924085054,16.225,0.0082028919316992,18.543,0.00937480586067786,18.2,0.00920139495574271,14.337,0.00724837359782875,15.968,0.00807296014578569,15.539,0.0078560701218289,16.741,0.00846376664582905,16.483,0.00833332928876412,15.367,0.00776911188378561
13.221,0.00668415619285024,14.508,0.00733482626472061,15.71,0.00794252278872076,14.079,0.00711793624076382,16.225,0.0082028919316992,15.625,0.00789954924085054,16.225,0.0082028919316992,18.629,0.0094182849796995,18.2,0.00920139495574271,14.337,0.00724837359782875,15.968,0.00807296014578569,15.539,0.0078560701218289,16.912,0.00855021931272091,16.483,0.00833332928876412,15.367,0.00776911188378561
13.221,0.00668415619285024,14.508,0.00733482626472061,15.71,0.00794252278872076,14.079,0.00711793624076382,16.225,0.0082028919316992,15.625,0.00789954924085054,16.311,0.00824637105072084,18.629,0.0094182849796995,18.2,0.00920139495574271,14.423,0.00729185271685039,15.968,0.00807296014578569,15.539,0.0078560701218289,16.912,0.00855021931272091,16.483,0.00833332928876412,15.453,0.00781259100280726
13.221,0.00668415619285024,14.508,0.00733482626472061,15.71,0.00794252278872076,14.079,0.00711793624076382,16.225,0.0082028919316992,15.625,0.00789954924085054,16.311,0.00824637105072084,18.629,0.0094182849796995,18.2,0.00920139495574271,14.423,0.00729185271685039,15.968,0.00807296014578569,15.539,0.0078560701218289,16.912,0.00855021931272091,16.483,0.00833332928876412,15.453,0.00781259100280726
13.221,0.00668415619285024,14.508,0.00733482626472061,15.71,0.00794252278872076,14.165,0.00716141535978546,16.311,0.00824637105072084,15.625,0.00789954924085054,16.311,0.00824637105072084,18.715,0.00946176409872114,18.2,0.00920139495574271,14.423,0.00729185271685039,15.968,0.00807296014578569,15.539,0.0078560701218289,16.912,0.00855021931272091,16.483,0.00833332928876412,15.453,0.00781259100280726
13.221,0.00668415619285024,14.508,0.00733482626472061,15.71,0.00794252278872076,14.165,0.00716141535978546,16.311,0.00824637105072084,15.625,0.00789954924085054,16.397,0.00828985016974248,18.715,0.00946176409872114,18.2,0.00920139495574271,14.423,0.00729185271685039,15.968,0.00807296014578569,15.539,0.0078560701218289,16.912,0.00855021931272091,16.483,0.00833332928876412,15.453,0.00781259100280726
13.307,0.00672763531187188,14.508,0.00733482626472061,15.71,0.00794252278872076,14.165,0.00716141535978546,16.311,0.00824637105072084,15.625,0.00789954924085054,16.397,0.00828985016974248,18.715,0.00946176409872114,18.286,0.00924487407476435,14.423,0.00729185271685039,15.968,0.00807296014578569,15.539,0.0078560701218289,16.912,0.00855021931272091,16.483,0.00833332928876412,15.453,0.00781259100280726
13.307,0.00672763531187188,14.508,0.00733482626472061,15.71,0.00794252278872076,14.165,0.00716141535978546,16.311,0.00824637105072084,15.71,0.00794252278872076,16.397,0.00828985016974248,18.801,0.00950524321774278,18.286,0.00924487407476435,14.423,0.00729185271685039,15.968,0.00807296014578569,15.539,0.0078560701218289,16.912,0.00855021931272091,16.483,0.00833332928876412,15.453,0.00781259100280726
13.307,0.00672763531187188,14.508,0.00733482626472061,15.71,0.00794252278872076,14.165,0.00716141535978546,16.311,0.00824637105072084,15.71,0.00794252278872076,16.397,0.00828985016974248,18.887,0.00954872233676442,18.286,0.00924487407476435,14.423,0.00729185271685039,16.054,0.00811643926480733,15.539,0.0078560701218289,16.912,0.00855021931272091,16.569,0.00837680840778576,15.539,0.0078560701218289
13.307,0.00672763531187188,14.594,0.00737830538374226,15.71,0.00794252278872076,14.165,0.00716141535978546,16.397,0.00828985016974248,15.71,0.00794252278872076,16.483,0.00833332928876412,18.973,0.00959220145578606,18.286,0.00924487407476435,14.423,0.00729185271685039,16.054,0.00811643926480733,15.625,0.00789954924085054,16.998,0.00859369843174256,16.569,0.00837680840778576,15.539,0.0078560701218289
13.307,0.00672763531187188,14.594,0.00737830538374226,15.71,0.00794252278872076,14.165,0.00716141535978546,16.397,0.00828985016974248,15.71,0.00794252278872076,16.483,0.00833332928876412,18.973,0.00959220145578606,18.286,0.00924487407476435,14.508,0.00733482626472061,16.054,0.00811643926480733,15.625,0.00789954924085054,16.998,0.00859369843174256,16.569,0.00837680840778576,15.539,0.0078560701218289
13.307,0.00672763531187188,14.594,0.00737830538374226,15.796,0.00798600190774241,14.165,0.00716141535978546,16.397,0.00828985016974248,15.71,0.00794252278872076,16.483,0.00833332928876412,18.973,0.00959220145578606,18.286,0.00924487407476435,14.508,0.00733482626472061,16.054,0.00811643926480733,15.625,0.00789954924085054,16.998,0.00859369843174256,16.655,0.00842028752680741,15.625,0.00789954924085054
13.307,0.00672763531187188,14.594,0.00737830538374226,15.796,0.00798600190774241,14.165,0.00716141535978546,16.397,0.00828985016974248,15.71,0.00794252278872076,16.569,0.00837680840778576,18.973,0.00959220145578606,18.372,0.00928835319378599,14.508,0.00733482626472061,16.054,0.00811643926480733,15.71,0.00794252278872076,16.998,0.00859369843174256,16.655,0.00842028752680741,15.625,0.00789954924085054
13.307,0.00672763531187188,14.594,0.00737830538374226,15.796,0.00798600190774241,14.165,0.00716141535978546,16.483,0.00833332928876412,15.71,0.00794252278872076,16.569,0.00837680840778576,18.973,0.00959220145578606,18.372,0.00928835319378599,14.508,0.00733482626472061,16.054,0.00811643926480733,15.71,0.00794252278872076,16.998,0.00859369843174256,16.655,0.00842028752680741,15.625,0.00789954924085054
13.307,0.00672763531187188,14.594,0.00737830538374226,15.796,0.00798600190774241,14.165,0.00716141535978546,16.483,0.00833332928876412,15.71,0.00794252278872076,16.569,0.00837680840778576,18.973,0.00959220145578606,18.372,0.00928835319378599,14.508,0.00733482626472061,16.054,0.00811643926480733,15.71,0.00794252278872076,16.998,0.00859369843174256,16.741,0.00846376664582905,15.625,0.00789954924085054
13.307,0.00672763531187188,14.594,0.00737830538374226,15.796,0.00798600190774241,14.251,0.0072048944788071,16.483,0.00833332928876412,15.71,0.00794252278872076,16.569,0.00837680840778576,18.973,0.00959220145578606,18.372,0.00928835319378599,14.508,0.00733482626472061,16.14,0.00815991838382897,15.71,0.00794252278872076,16.998,0.00859369843174256,16.741,0.00846376664582905,15.625,0.00789954924085054
13.392,0.00677060885974211,14.594,0.00737830538374226,15.796,0.00798600190774241,14.251,0.0072048944788071,16.483,0.00833332928876412,15.71,0.00794252278872076,16.569,0.00837680840778576,19.058,0.00963517500365629,18.372,0.00928835319378599,14.508,0.00733482626472061,16.14,0.00815991838382897,15.71,0.00794252278872076,17.084,0.0086371775507642,16.741,0.00846376664582905,15.71,0.00794252278872076
13.392,0.00677060885974211,14.68,0.0074217845027639,15.796,0.00798600190774241,14.251,0.0072048944788071,16.483,0.00833332928876412,15.796,0.00798600190774241,16.569,0.00837680840778576,19.058,0.00963517500365629,18.372,0.00928835319378599,14.508,0.00733482626472061,16.14,0.00815991838382897,15.796,0.00798600190774241,17.084,0.0086371775507642,16.741,0.00846376664582905,15.71,0.00794252278872076
13.392,0.00677060885974211,14.68,0.0074217845027639,15.882,0.00802948102676405,14.251,0.0072048944788071,16.483,0.00833332928876412,15.796,0.00798600190774241,16.569,0.00837680840778576,19.058,0.00963517500365629,18.372,0.00928835319378599,14.594,0.00737830538374226,16.14,0.00815991838382897,15.796,0.00798600190774241,17.17,0.00868065666978584,16.826,0.00850674019369927,15.71,0.00794252278872076
13.392,0.00677060885974211,14.68,0.0074217845027639,15.882,0.00802948102676405,14.251,0.0072048944788071,16.483,0.00833332928876412,15.796,0.00798600190774241,16.569,0.00837680840778576,19.144,0.00967865412267793,18.458,0.00933183231280763,14.594,0.00737830538374226,16.14,0.00815991838382897,15.796,0.00798600190774241,17.17,0.00868065666978584,16.826,0.00850674019369927,15.71,0.00794252278872076
13.392,0.00677060885974211,14.68,0.0074217845027639,15.882,0.00802948102676405,14.251,0.0072048944788071,16.569,0.00837680840778576,15.796,0.00798600190774241,16.569,0.00837680840778576,19.316,0.00976561236072122,18.458,0.00933183231280763,14.594,0.00737830538374226,16.225,0.0082028919316992,15.882,0.00802948102676405,17.17,0.00868065666978584,16.826,0.00850674019369927,15.71,0.00794252278872076
13.392,0.00677060885974211,14.68,0.0074217845027639,15.882,0.00802948102676405,14.251,0.0072048944788071,16.569,0.00837680840778576,15.796,0.00798600190774241,16.655,0.00842028752680741,19.316,0.00976561236072122,18.543,0.00937480586067786,14.68,0.0074217845027639,16.225,0.0082028919316992,15.882,0.00802948102676405,17.17,0.00868065666978584,16.826,0.00850674019369927,15.796,0.00798600190774241
